00:26:01.385:DEBUG:exporter: got next (rank 343), qsize 1, len(players) = 12
00:26:01.385:DEBUG:exporter: got next (rank 344), qsize 0, len(players) = 13
00:26:01.471:DEBUG:exporter: got next (rank 345), qsize 1, len(players) = 14
00:26:01.471:DEBUG:exporter: got next (rank 346), qsize 0, len(players) = 15
00:26:01.663:DEBUG:exporter: got next (rank 347), qsize 0, len(players) = 16
00:26:01.726:DEBUG:exporter: got next (rank 348), qsize 4, len(players) = 17
00:26:01.726:DEBUG:exporter: got next (rank 349), qsize 3, len(players) = 18
00:26:01.727:DEBUG:exporter: got next (rank 350), qsize 2, len(players) = 19
00:26:01.727:DEBUG:exporter: got next (rank 351), qsize 1, len(players) = 20
00:26:01.727:DEBUG:exporter: got next (rank 352), qsize 0, len(players) = 21
00:26:01.763:DEBUG:exporter: got next (rank 353), qsize 0, len(players) = 22
00:26:01.812:DEBUG:exporter: got next (rank 354), qsize 0, len(players) = 23
00:26:01.903:DEBUG:exporter: got next (rank 355), qsize 5, len(players) = 24
00:26:01.904:DEBUG:exporter: got next (rank 356), qsize 5, len(players) = 25
00:26:01.904:DEBUG:exporter: got next (rank 357), qsize 4, len(players) = 26
00:26:01.904:DEBUG:exporter: got next (rank 358), qsize 3, len(players) = 27
00:26:01.904:DEBUG:exporter: got next (rank 359), qsize 2, len(players) = 28
00:26:01.904:DEBUG:exporter: got next (rank 360), qsize 1, len(players) = 29
00:26:01.905:DEBUG:exporter: got next (rank 361), qsize 0, len(players) = 30
00:26:01.959:DEBUG:exporter: got next (rank 362), qsize 0, len(players) = 31
00:26:02.118:DEBUG:exporter: got next (rank 363), qsize 0, len(players) = 32
00:26:02.166:DEBUG:exporter: got next (rank 364), qsize 0, len(players) = 33
00:26:02.222:DEBUG:exporter: got next (rank 365), qsize 4, len(players) = 34
00:26:02.222:DEBUG:exporter: got next (rank 366), qsize 3, len(players) = 35
00:26:02.223:DEBUG:exporter: got next (rank 367), qsize 2, len(players) = 36
00:26:02.223:DEBUG:exporter: got next (rank 368), qsize 1, len(players) = 37
00:26:02.223:DEBUG:exporter: got next (rank 369), qsize 0, len(players) = 38
00:26:02.266:DEBUG:exporter: got next (rank 370), qsize 0, len(players) = 39
00:26:02.324:DEBUG:exporter: got next (rank 371), qsize 4, len(players) = 40
00:26:02.324:DEBUG:exporter: got next (rank 372), qsize 3, len(players) = 41
00:26:02.324:DEBUG:exporter: got next (rank 373), qsize 2, len(players) = 42
00:26:02.325:DEBUG:exporter: got next (rank 374), qsize 1, len(players) = 43
00:26:02.325:DEBUG:exporter: got next (rank 375), qsize 0, len(players) = 44
00:26:02.362:DEBUG:exporter: got next (rank 376), qsize 1, len(players) = 45
00:26:02.363:DEBUG:exporter: got next (rank 377), qsize 0, len(players) = 46
00:26:02.438:DEBUG:exporter: got next (rank 378), qsize 0, len(players) = 47
00:26:02.596:DEBUG:exporter: got next (rank 379), qsize 0, len(players) = 48
00:26:02.689:DEBUG:exporter: got next (rank 380), qsize 3, len(players) = 49
00:26:02.746:DEBUG:exported 50 documents: (ranks 331-380)
00:26:02.746:DEBUG:exporter: got next (rank 381), qsize 7, len(players) = 0
00:26:02.747:DEBUG:exporter: got next (rank 382), qsize 6, len(players) = 1
00:26:02.747:DEBUG:exporter: got next (rank 383), qsize 5, len(players) = 2
00:26:02.747:DEBUG:exporter: got next (rank 384), qsize 4, len(players) = 3
00:26:02.747:DEBUG:exporter: got next (rank 385), qsize 3, len(players) = 4
00:26:02.747:DEBUG:exporter: got next (rank 386), qsize 2, len(players) = 5
00:26:02.747:DEBUG:exporter: got next (rank 387), qsize 1, len(players) = 6
00:26:02.747:DEBUG:exporter: got next (rank 388), qsize 0, len(players) = 7
00:26:02.812:DEBUG:exporter: got next (rank 389), qsize 4, len(players) = 8
00:26:02.813:DEBUG:exporter: got next (rank 390), qsize 3, len(players) = 9
00:26:02.813:DEBUG:exporter: got next (rank 391), qsize 2, len(players) = 10
00:26:02.813:DEBUG:exporter: got next (rank 392), qsize 1, len(players) = 11
00:26:02.813:DEBUG:exporter: got next (rank 393), qsize 0, len(players) = 12
00:26:02.915:DEBUG:exporter: got next (rank 394), qsize 0, len(players) = 13
00:26:03.065:DEBUG:exporter: got next (rank 395), qsize 0, len(players) = 14
00:26:03.121:DEBUG:exporter: got next (rank 396), qsize 2, len(players) = 15
00:26:03.122:DEBUG:exporter: got next (rank 397), qsize 1, len(players) = 16
00:26:03.122:DEBUG:exporter: got next (rank 398), qsize 0, len(players) = 17
00:26:03.198:DEBUG:exporter: got next (rank 399), qsize 0, len(players) = 18
00:26:03.245:DEBUG:exporter: got next (rank 400), qsize 7, len(players) = 19
00:26:03.249:DEBUG:exporter: got next (rank 401), qsize 6, len(players) = 20
00:26:03.250:DEBUG:exporter: got next (rank 402), qsize 5, len(players) = 21
00:26:03.250:DEBUG:exporter: got next (rank 403), qsize 4, len(players) = 22
00:26:03.250:DEBUG:exporter: got next (rank 404), qsize 3, len(players) = 23
00:26:03.251:DEBUG:exporter: got next (rank 405), qsize 2, len(players) = 24
00:26:03.251:DEBUG:exporter: got next (rank 406), qsize 1, len(players) = 25
00:26:03.251:DEBUG:exporter: got next (rank 407), qsize 0, len(players) = 26
00:26:03.290:DEBUG:exporter: got next (rank 408), qsize 1, len(players) = 27
00:26:03.291:DEBUG:exporter: got next (rank 409), qsize 0, len(players) = 28
00:26:03.425:DEBUG:exporter: got next (rank 410), qsize 0, len(players) = 29
00:26:03.483:DEBUG:exporter: got next (rank 411), qsize 0, len(players) = 30
00:26:03.535:DEBUG:exporter: got next (rank 412), qsize 0, len(players) = 31
00:26:03.584:DEBUG:exporter: got next (rank 413), qsize 1, len(players) = 32
00:26:03.585:DEBUG:exporter: got next (rank 414), qsize 0, len(players) = 33
00:26:03.642:DEBUG:exporter: got next (rank 415), qsize 3, len(players) = 34
00:26:03.643:DEBUG:exporter: got next (rank 416), qsize 2, len(players) = 35
00:26:03.644:DEBUG:exporter: got next (rank 417), qsize 1, len(players) = 36
00:26:03.644:DEBUG:exporter: got next (rank 418), qsize 0, len(players) = 37
00:26:03.691:DEBUG:exporter: got next (rank 419), qsize 0, len(players) = 38
00:26:03.732:DEBUG:exporter: got next (rank 420), qsize 4, len(players) = 39
00:26:03.732:DEBUG:exporter: got next (rank 421), qsize 3, len(players) = 40
00:26:03.733:DEBUG:exporter: got next (rank 422), qsize 2, len(players) = 41
00:26:03.733:DEBUG:exporter: got next (rank 423), qsize 1, len(players) = 42
00:26:03.734:DEBUG:exporter: got next (rank 424), qsize 0, len(players) = 43
00:26:03.792:DEBUG:exporter: got next (rank 425), qsize 0, len(players) = 44
00:26:03.874:DEBUG:exporter: got next (rank 426), qsize 0, len(players) = 45
00:26:03.930:DEBUG:exporter: got next (rank 427), qsize 0, len(players) = 46
00:26:03.981:DEBUG:exporter: got next (rank 428), qsize 0, len(players) = 47
00:26:04.037:DEBUG:exporter: got next (rank 429), qsize 2, len(players) = 48
00:26:04.037:DEBUG:exporter: got next (rank 430), qsize 1, len(players) = 49
00:26:04.093:DEBUG:exported 50 documents: (ranks 381-430)
00:26:04.094:DEBUG:exporter: got next (rank 431), qsize 0, len(players) = 0
00:26:04.125:DEBUG:exporter: got next (rank 432), qsize 0, len(players) = 1
00:26:04.129:DEBUG:exporter: got next (rank 433), qsize 3, len(players) = 2
00:26:04.129:DEBUG:exporter: got next (rank 434), qsize 2, len(players) = 3
00:26:04.130:DEBUG:exporter: got next (rank 435), qsize 1, len(players) = 4
00:26:04.130:DEBUG:exporter: got next (rank 436), qsize 0, len(players) = 5
00:26:04.177:DEBUG:exporter: got next (rank 437), qsize 1, len(players) = 6
00:26:04.182:DEBUG:exporter: got next (rank 438), qsize 0, len(players) = 7
00:26:04.238:DEBUG:exporter: got next (rank 439), qsize 3, len(players) = 8
00:26:04.239:DEBUG:exporter: got next (rank 440), qsize 2, len(players) = 9
00:26:04.239:DEBUG:exporter: got next (rank 441), qsize 1, len(players) = 10
00:26:04.240:DEBUG:exporter: got next (rank 442), qsize 0, len(players) = 11
00:26:04.439:DEBUG:exporter: got next (rank 443), qsize 2, len(players) = 12
00:26:04.442:DEBUG:exporter: got next (rank 444), qsize 2, len(players) = 13
00:26:04.442:DEBUG:exporter: got next (rank 445), qsize 1, len(players) = 14
00:26:04.443:DEBUG:exporter: got next (rank 446), qsize 0, len(players) = 15
00:26:04.486:DEBUG:exporter: got next (rank 447), qsize 0, len(players) = 16
00:26:04.540:DEBUG:exporter: got next (rank 448), qsize 2, len(players) = 17
00:26:04.541:DEBUG:exporter: got next (rank 449), qsize 1, len(players) = 18
00:26:04.541:DEBUG:exporter: got next (rank 450), qsize 0, len(players) = 19
00:26:04.586:DEBUG:exporter: got next (rank 451), qsize 1, len(players) = 20
00:26:04.587:DEBUG:exporter: got next (rank 452), qsize 0, len(players) = 21
00:26:04.657:DEBUG:exporter: got next (rank 453), qsize 3, len(players) = 22
00:26:04.657:DEBUG:exporter: got next (rank 454), qsize 2, len(players) = 23
00:26:04.658:DEBUG:exporter: got next (rank 455), qsize 1, len(players) = 24
00:26:04.658:DEBUG:exporter: got next (rank 456), qsize 0, len(players) = 25
00:26:04.715:DEBUG:exporter: got next (rank 457), qsize 0, len(players) = 26
00:26:04.727:DEBUG:exporter: got next (rank 458), qsize 0, len(players) = 27
00:26:04.891:DEBUG:exporter: got next (rank 459), qsize 1, len(players) = 28
00:26:04.891:DEBUG:exporter: got next (rank 460), qsize 0, len(players) = 29
00:26:04.937:DEBUG:exporter: got next (rank 461), qsize 2, len(players) = 30
00:26:04.938:DEBUG:exporter: got next (rank 462), qsize 1, len(players) = 31
00:26:04.938:DEBUG:exporter: got next (rank 463), qsize 0, len(players) = 32
00:26:04.991:DEBUG:exporter: got next (rank 464), qsize 3, len(players) = 33
00:26:04.991:DEBUG:exporter: got next (rank 465), qsize 2, len(players) = 34
00:26:04.992:DEBUG:exporter: got next (rank 466), qsize 1, len(players) = 35
00:26:04.992:DEBUG:exporter: got next (rank 467), qsize 0, len(players) = 36
00:26:05.082:DEBUG:exporter: got next (rank 468), qsize 1, len(players) = 37
00:26:05.083:DEBUG:exporter: got next (rank 469), qsize 0, len(players) = 38
00:26:05.137:DEBUG:exporter: got next (rank 470), qsize 2, len(players) = 39
00:26:05.137:DEBUG:exporter: got next (rank 471), qsize 1, len(players) = 40
00:26:05.138:DEBUG:exporter: got next (rank 472), qsize 0, len(players) = 41
00:26:05.189:DEBUG:exporter: got next (rank 473), qsize 1, len(players) = 42
00:26:05.190:DEBUG:exporter: got next (rank 474), qsize 0, len(players) = 43
00:26:05.336:DEBUG:exporter: got next (rank 475), qsize 2, len(players) = 44
00:26:05.337:DEBUG:exporter: got next (rank 476), qsize 1, len(players) = 45
00:26:05.337:DEBUG:exporter: got next (rank 477), qsize 0, len(players) = 46
00:26:05.384:DEBUG:exporter: got next (rank 478), qsize 0, len(players) = 47
00:26:05.438:DEBUG:exporter: got next (rank 479), qsize 0, len(players) = 48
00:26:05.527:DEBUG:exporter: got next (rank 480), qsize 3, len(players) = 49
00:26:05.566:DEBUG:exported 50 documents: (ranks 431-480)
00:26:05.566:DEBUG:exporter: got next (rank 481), qsize 4, len(players) = 0
00:26:05.566:DEBUG:exporter: got next (rank 482), qsize 3, len(players) = 1
00:26:05.566:DEBUG:exporter: got next (rank 483), qsize 2, len(players) = 2
00:26:05.566:DEBUG:exporter: got next (rank 484), qsize 1, len(players) = 3
00:26:05.567:DEBUG:exporter: got next (rank 485), qsize 0, len(players) = 4
00:26:05.583:DEBUG:exporter: got next (rank 486), qsize 2, len(players) = 5
00:26:05.584:DEBUG:exporter: got next (rank 487), qsize 1, len(players) = 6
00:26:05.584:DEBUG:exporter: got next (rank 488), qsize 0, len(players) = 7
00:26:05.629:DEBUG:exporter: got next (rank 489), qsize 0, len(players) = 8
00:26:05.632:DEBUG:exporter: got next (rank 490), qsize 0, len(players) = 9
00:26:05.728:DEBUG:exporter: got next (rank 491), qsize 0, len(players) = 10
00:26:05.733:DEBUG:exporter: got next (rank 492), qsize 0, len(players) = 11
00:26:05.782:DEBUG:exporter: got next (rank 493), qsize 0, len(players) = 12
00:26:06.026:DEBUG:exporter: got next (rank 494), qsize 3, len(players) = 13
00:26:06.027:DEBUG:exporter: got next (rank 495), qsize 2, len(players) = 14
00:26:06.027:DEBUG:exporter: got next (rank 496), qsize 1, len(players) = 15
00:26:06.027:DEBUG:exporter: got next (rank 497), qsize 0, len(players) = 16
00:26:06.087:DEBUG:exporter: got next (rank 498), qsize 2, len(players) = 17
00:26:06.088:DEBUG:exporter: got next (rank 499), qsize 1, len(players) = 18
00:26:06.088:DEBUG:exporter: got next (rank 500), qsize 0, len(players) = 19
00:26:06.151:DEBUG:exporter: got next (rank 501), qsize 5, len(players) = 20
00:26:06.151:DEBUG:exporter: got next (rank 502), qsize 4, len(players) = 21
00:26:06.152:DEBUG:exporter: got next (rank 503), qsize 3, len(players) = 22
00:26:06.152:DEBUG:exporter: got next (rank 504), qsize 2, len(players) = 23
00:26:06.152:DEBUG:exporter: got next (rank 505), qsize 1, len(players) = 24
00:26:06.153:DEBUG:exporter: got next (rank 506), qsize 0, len(players) = 25
00:26:06.175:DEBUG:exporter: got next (rank 507), qsize 1, len(players) = 26
00:26:06.176:DEBUG:exporter: got next (rank 508), qsize 0, len(players) = 27
00:26:06.226:DEBUG:exporter: got next (rank 509), qsize 0, len(players) = 28
00:26:06.276:DEBUG:exporter: got next (rank 510), qsize 0, len(players) = 29
00:26:06.488:DEBUG:exporter: got next (rank 511), qsize 1, len(players) = 30
00:26:06.489:DEBUG:exporter: got next (rank 512), qsize 0, len(players) = 31
00:26:06.541:DEBUG:exporter: got next (rank 513), qsize 3, len(players) = 32
00:26:06.541:DEBUG:exporter: got next (rank 514), qsize 2, len(players) = 33
00:26:06.542:DEBUG:exporter: got next (rank 515), qsize 1, len(players) = 34
00:26:06.542:DEBUG:exporter: got next (rank 516), qsize 0, len(players) = 35
00:26:06.622:DEBUG:exporter: got next (rank 517), qsize 2, len(players) = 36
00:26:06.624:DEBUG:exporter: got next (rank 518), qsize 1, len(players) = 37
00:26:06.624:DEBUG:exporter: got next (rank 519), qsize 2, len(players) = 38
00:26:06.625:DEBUG:exporter: got next (rank 520), qsize 1, len(players) = 39
00:26:06.625:DEBUG:exporter: got next (rank 521), qsize 0, len(players) = 40
00:26:06.629:DEBUG:exporter: got next (rank 522), qsize 2, len(players) = 41
00:26:06.629:DEBUG:exporter: got next (rank 523), qsize 1, len(players) = 42
00:26:06.630:DEBUG:exporter: got next (rank 524), qsize 0, len(players) = 43
00:26:06.687:DEBUG:exporter: got next (rank 525), qsize 1, len(players) = 44
00:26:06.687:DEBUG:exporter: got next (rank 526), qsize 0, len(players) = 45
00:26:06.943:DEBUG:exporter: got next (rank 527), qsize 1, len(players) = 46
00:26:06.943:DEBUG:exporter: got next (rank 528), qsize 0, len(players) = 47
00:26:06.984:DEBUG:exporter: got next (rank 529), qsize 3, len(players) = 48
00:26:06.985:DEBUG:exporter: got next (rank 530), qsize 2, len(players) = 49
00:26:07.034:DEBUG:exported 50 documents: (ranks 481-530)
00:26:07.037:DEBUG:exporter: got next (rank 531), qsize 2, len(players) = 0
00:26:07.038:DEBUG:exporter: got next (rank 532), qsize 1, len(players) = 1
00:26:07.039:DEBUG:exporter: got next (rank 533), qsize 0, len(players) = 2
00:26:07.084:DEBUG:exporter: got next (rank 534), qsize 6, len(players) = 3
00:26:07.085:DEBUG:exporter: got next (rank 535), qsize 5, len(players) = 4
00:26:07.085:DEBUG:exporter: got next (rank 536), qsize 4, len(players) = 5
00:26:07.085:DEBUG:exporter: got next (rank 537), qsize 3, len(players) = 6
00:26:07.085:DEBUG:exporter: got next (rank 538), qsize 2, len(players) = 7
00:26:07.086:DEBUG:exporter: got next (rank 539), qsize 1, len(players) = 8
00:26:07.086:DEBUG:exporter: got next (rank 540), qsize 0, len(players) = 9
00:26:07.135:DEBUG:exporter: got next (rank 541), qsize 1, len(players) = 10
00:26:07.135:DEBUG:exporter: got next (rank 542), qsize 0, len(players) = 11
00:26:07.337:DEBUG:exporter: got next (rank 543), qsize 1, len(players) = 12
00:26:07.338:DEBUG:exporter: got next (rank 544), qsize 0, len(players) = 13
00:26:07.382:DEBUG:exporter: got next (rank 545), qsize 0, len(players) = 14
00:26:07.441:DEBUG:exporter: got next (rank 546), qsize 2, len(players) = 15
00:26:07.441:DEBUG:exporter: got next (rank 547), qsize 1, len(players) = 16
00:26:07.442:DEBUG:exporter: got next (rank 548), qsize 0, len(players) = 17
00:26:07.515:DEBUG:exporter: got next (rank 549), qsize 1, len(players) = 18
00:26:07.516:DEBUG:exporter: got next (rank 550), qsize 0, len(players) = 19
00:26:07.628:DEBUG:exporter: got next (rank 551), qsize 7, len(players) = 20
00:26:07.629:DEBUG:exporter: got next (rank 552), qsize 6, len(players) = 21
00:26:07.629:DEBUG:exporter: got next (rank 553), qsize 5, len(players) = 22
00:26:07.629:DEBUG:exporter: got next (rank 554), qsize 4, len(players) = 23
00:26:07.629:DEBUG:exporter: got next (rank 555), qsize 3, len(players) = 24
00:26:07.629:DEBUG:exporter: got next (rank 556), qsize 2, len(players) = 25
00:26:07.629:DEBUG:exporter: got next (rank 557), qsize 1, len(players) = 26
00:26:07.630:DEBUG:exporter: got next (rank 558), qsize 0, len(players) = 27
00:26:07.794:DEBUG:exporter: got next (rank 559), qsize 1, len(players) = 28
00:26:07.795:DEBUG:exporter: got next (rank 560), qsize 0, len(players) = 29
00:26:07.835:DEBUG:exporter: got next (rank 561), qsize 0, len(players) = 30
00:26:07.890:DEBUG:exporter: got next (rank 562), qsize 1, len(players) = 31
00:26:07.891:DEBUG:exporter: got next (rank 563), qsize 0, len(players) = 32
00:26:07.935:DEBUG:exporter: got next (rank 564), qsize 1, len(players) = 33
00:26:07.935:DEBUG:exporter: got next (rank 565), qsize 0, len(players) = 34
00:26:07.985:DEBUG:exporter: got next (rank 566), qsize 1, len(players) = 35
00:26:07.985:DEBUG:exporter: got next (rank 567), qsize 0, len(players) = 36
00:26:08.040:DEBUG:exporter: got next (rank 568), qsize 3, len(players) = 37
00:26:08.041:DEBUG:exporter: got next (rank 569), qsize 2, len(players) = 38
00:26:08.041:DEBUG:exporter: got next (rank 570), qsize 1, len(players) = 39
00:26:08.042:DEBUG:exporter: got next (rank 571), qsize 0, len(players) = 40
00:26:08.090:DEBUG:exporter: got next (rank 572), qsize 2, len(players) = 41
00:26:08.090:DEBUG:exporter: got next (rank 573), qsize 1, len(players) = 42
00:26:08.091:DEBUG:exporter: got next (rank 574), qsize 0, len(players) = 43
00:26:08.234:DEBUG:exporter: got next (rank 575), qsize 1, len(players) = 44
00:26:08.235:DEBUG:exporter: got next (rank 576), qsize 0, len(players) = 45
00:26:08.307:DEBUG:exporter: got next (rank 577), qsize 0, len(players) = 46
00:26:08.345:DEBUG:exporter: got next (rank 578), qsize 3, len(players) = 47
00:26:08.346:DEBUG:exporter: got next (rank 579), qsize 2, len(players) = 48
00:26:08.347:DEBUG:exporter: got next (rank 580), qsize 1, len(players) = 49
00:26:08.405:DEBUG:exported 50 documents: (ranks 531-580)
00:26:08.405:DEBUG:exporter: got next (rank 581), qsize 1, len(players) = 0
00:26:08.405:DEBUG:exporter: got next (rank 582), qsize 0, len(players) = 1
00:26:08.430:DEBUG:exporter: got next (rank 583), qsize 0, len(players) = 2
00:26:08.533:DEBUG:exporter: got next (rank 584), qsize 4, len(players) = 3
00:26:08.534:DEBUG:exporter: got next (rank 585), qsize 3, len(players) = 4
00:26:08.534:DEBUG:exporter: got next (rank 586), qsize 2, len(players) = 5
00:26:08.534:DEBUG:exporter: got next (rank 587), qsize 1, len(players) = 6
00:26:08.534:DEBUG:exporter: got next (rank 588), qsize 0, len(players) = 7
00:26:08.592:DEBUG:exporter: got next (rank 589), qsize 1, len(players) = 8
00:26:08.593:DEBUG:exporter: got next (rank 590), qsize 0, len(players) = 9
00:26:08.683:DEBUG:exporter: got next (rank 591), qsize 0, len(players) = 10
00:26:08.739:DEBUG:exporter: got next (rank 592), qsize 1, len(players) = 11
00:26:08.739:DEBUG:exporter: got next (rank 593), qsize 0, len(players) = 12
00:26:08.796:DEBUG:exporter: got next (rank 594), qsize 3, len(players) = 13
00:26:08.797:DEBUG:exporter: got next (rank 595), qsize 2, len(players) = 14
00:26:08.797:DEBUG:exporter: got next (rank 596), qsize 1, len(players) = 15
00:26:08.798:DEBUG:exporter: got next (rank 597), qsize 0, len(players) = 16
00:26:08.945:DEBUG:exporter: got next (rank 598), qsize 3, len(players) = 17
00:26:08.946:DEBUG:exporter: got next (rank 599), qsize 2, len(players) = 18
00:26:08.946:DEBUG:exporter: got next (rank 600), qsize 1, len(players) = 19
00:26:08.946:DEBUG:exporter: got next (rank 601), qsize 0, len(players) = 20
00:26:08.989:DEBUG:exporter: got next (rank 602), qsize 2, len(players) = 21
00:26:08.990:DEBUG:exporter: got next (rank 603), qsize 1, len(players) = 22
00:26:08.990:DEBUG:exporter: got next (rank 604), qsize 0, len(players) = 23
00:26:09.095:DEBUG:exporter: got next (rank 605), qsize 1, len(players) = 24
00:26:09.095:DEBUG:exporter: got next (rank 606), qsize 0, len(players) = 25
00:26:09.136:DEBUG:exporter: got next (rank 607), qsize 0, len(players) = 26
00:26:09.185:DEBUG:exporter: got next (rank 608), qsize 1, len(players) = 27
00:26:09.185:DEBUG:exporter: got next (rank 609), qsize 0, len(players) = 28
00:26:09.255:DEBUG:exporter: got next (rank 610), qsize 3, len(players) = 29
00:26:09.255:DEBUG:exporter: got next (rank 611), qsize 2, len(players) = 30
00:26:09.256:DEBUG:exporter: got next (rank 612), qsize 1, len(players) = 31
00:26:09.256:DEBUG:exporter: got next (rank 613), qsize 0, len(players) = 32
00:26:09.396:DEBUG:exporter: got next (rank 614), qsize 0, len(players) = 33
00:26:09.448:DEBUG:exporter: got next (rank 615), qsize 5, len(players) = 34
00:26:09.448:DEBUG:exporter: got next (rank 616), qsize 4, len(players) = 35
00:26:09.449:DEBUG:exporter: got next (rank 617), qsize 3, len(players) = 36
00:26:09.449:DEBUG:exporter: got next (rank 618), qsize 2, len(players) = 37
00:26:09.449:DEBUG:exporter: got next (rank 619), qsize 1, len(players) = 38
00:26:09.450:DEBUG:exporter: got next (rank 620), qsize 0, len(players) = 39
00:26:09.548:DEBUG:exporter: got next (rank 621), qsize 1, len(players) = 40
00:26:09.549:DEBUG:exporter: got next (rank 622), qsize 0, len(players) = 41
00:26:09.588:DEBUG:exporter: got next (rank 623), qsize 1, len(players) = 42
00:26:09.589:DEBUG:exporter: got next (rank 624), qsize 0, len(players) = 43
00:26:09.652:DEBUG:exporter: got next (rank 625), qsize 0, len(players) = 44
00:26:09.781:DEBUG:exporter: got next (rank 626), qsize 3, len(players) = 45
00:26:09.783:DEBUG:exporter: got next (rank 627), qsize 2, len(players) = 46
00:26:09.784:DEBUG:exporter: got next (rank 628), qsize 2, len(players) = 47
00:26:09.784:DEBUG:exporter: got next (rank 629), qsize 1, len(players) = 48
00:26:09.784:DEBUG:exporter: got next (rank 630), qsize 0, len(players) = 49
00:26:09.821:DEBUG:exported 50 documents: (ranks 581-630)
00:26:09.846:DEBUG:exporter: got next (rank 631), qsize 0, len(players) = 0
00:26:09.888:DEBUG:exporter: got next (rank 632), qsize 2, len(players) = 1
00:26:09.889:DEBUG:exporter: got next (rank 633), qsize 3, len(players) = 2
00:26:09.889:DEBUG:exporter: got next (rank 634), qsize 2, len(players) = 3
00:26:09.889:DEBUG:exporter: got next (rank 635), qsize 1, len(players) = 4
00:26:09.889:DEBUG:exporter: got next (rank 636), qsize 0, len(players) = 5
00:26:09.991:DEBUG:exporter: got next (rank 637), qsize 1, len(players) = 6
00:26:09.992:DEBUG:exporter: got next (rank 638), qsize 0, len(players) = 7
00:26:10.039:DEBUG:exporter: got next (rank 639), qsize 1, len(players) = 8
00:26:10.039:DEBUG:exporter: got next (rank 640), qsize 0, len(players) = 9
00:26:10.088:DEBUG:exporter: got next (rank 641), qsize 0, len(players) = 10
00:26:10.143:DEBUG:exporter: got next (rank 642), qsize 0, len(players) = 11
00:26:10.200:DEBUG:exporter: got next (rank 643), qsize 3, len(players) = 12
00:26:10.200:DEBUG:exporter: got next (rank 644), qsize 2, len(players) = 13
00:26:10.201:DEBUG:exporter: got next (rank 645), qsize 1, len(players) = 14
00:26:10.201:DEBUG:exporter: got next (rank 646), qsize 0, len(players) = 15
00:26:10.341:DEBUG:exporter: got next (rank 647), qsize 1, len(players) = 16
00:26:10.346:DEBUG:exporter: got next (rank 648), qsize 4, len(players) = 17
00:26:10.346:DEBUG:exporter: got next (rank 649), qsize 3, len(players) = 18
00:26:10.347:DEBUG:exporter: got next (rank 650), qsize 2, len(players) = 19
00:26:10.347:DEBUG:exporter: got next (rank 651), qsize 1, len(players) = 20
00:26:10.347:DEBUG:exporter: got next (rank 652), qsize 0, len(players) = 21
00:26:10.440:DEBUG:exporter: got next (rank 653), qsize 2, len(players) = 22
00:26:10.441:DEBUG:exporter: got next (rank 654), qsize 1, len(players) = 23
00:26:10.441:DEBUG:exporter: got next (rank 655), qsize 0, len(players) = 24
00:26:10.535:DEBUG:exporter: got next (rank 656), qsize 0, len(players) = 25
00:26:10.538:DEBUG:exporter: got next (rank 657), qsize 0, len(players) = 26
00:26:10.591:DEBUG:exporter: got next (rank 658), qsize 0, len(players) = 27
00:26:10.646:DEBUG:exporter: got next (rank 659), qsize 0, len(players) = 28
00:26:10.692:DEBUG:exporter: got next (rank 660), qsize 2, len(players) = 29
00:26:10.693:DEBUG:exporter: got next (rank 661), qsize 1, len(players) = 30
00:26:10.693:DEBUG:exporter: got next (rank 662), qsize 0, len(players) = 31
00:26:10.743:DEBUG:exporter: got next (rank 663), qsize 0, len(players) = 32
00:26:10.788:DEBUG:exporter: got next (rank 664), qsize 0, len(players) = 33
00:26:10.801:DEBUG:exporter: got next (rank 665), qsize 3, len(players) = 34
00:26:10.802:DEBUG:exporter: got next (rank 666), qsize 2, len(players) = 35
00:26:10.802:DEBUG:exporter: got next (rank 667), qsize 1, len(players) = 36
00:26:10.803:DEBUG:exporter: got next (rank 668), qsize 0, len(players) = 37
00:26:10.898:DEBUG:exporter: got next (rank 669), qsize 2, len(players) = 38
00:26:10.898:DEBUG:exporter: got next (rank 670), qsize 1, len(players) = 39
00:26:10.899:DEBUG:exporter: got next (rank 671), qsize 0, len(players) = 40
00:26:11.001:DEBUG:exporter: got next (rank 672), qsize 1, len(players) = 41
00:26:11.002:DEBUG:exporter: got next (rank 673), qsize 0, len(players) = 42
00:26:11.098:DEBUG:exporter: got next (rank 674), qsize 2, len(players) = 43
00:26:11.099:DEBUG:exporter: got next (rank 675), qsize 1, len(players) = 44
00:26:11.099:DEBUG:exporter: got next (rank 676), qsize 0, len(players) = 45
00:26:11.142:DEBUG:exporter: got next (rank 677), qsize 1, len(players) = 46
00:26:11.143:DEBUG:exporter: got next (rank 678), qsize 0, len(players) = 47
00:26:11.242:DEBUG:exporter: got next (rank 679), qsize 0, len(players) = 48
00:26:11.251:DEBUG:exporter: got next (rank 680), qsize 0, len(players) = 49
00:26:11.313:DEBUG:exported 50 documents: (ranks 631-680)
00:26:11.313:DEBUG:exporter: got next (rank 681), qsize 3, len(players) = 0
00:26:11.313:DEBUG:exporter: got next (rank 682), qsize 2, len(players) = 1
00:26:11.313:DEBUG:exporter: got next (rank 683), qsize 1, len(players) = 2
00:26:11.313:DEBUG:exporter: got next (rank 684), qsize 0, len(players) = 3
00:26:11.340:DEBUG:exporter: got next (rank 685), qsize 0, len(players) = 4
00:26:11.391:DEBUG:exporter: got next (rank 686), qsize 2, len(players) = 5
